,Open,High,Low,Close,Adj Close,Volume
2018-01-01,10099.342830602247,10122.62430280816,10059.492845127255,10099.342830602247,10099.342830602247,7729806
2018-01-02,10071.415259027019,10190.230283676448,10028.535644093976,10071.415259027019,10071.415259027019,9938770
2018-01-03,10201.878063541502,10221.680687363392,10155.9190391202,10201.878063541502,10201.878063541502,3752447
2018-01-04,10512.633361185657,10568.477972339964,10485.115671842206,10512.633361185657,10512.633361185657,5719893
2018-01-05,10463.401989610642,10514.031948758311,10405.23160069806,10463.401989610642,10463.401989610642,2368737
2018-01-06,10414.404607586974,10529.201772028608,10216.015984596517,10414.404607586974,10414.404607586974,5478903
2018-01-07,10743.335832030585,10816.536572460951,10696.723348816671,10743.335832030585,10743.335832030585,2551870
2018-01-08,10908.232012519647,10952.803845663866,10720.375338835294,10908.232012519647,10908.232012519647,4335160
2018-01-09,10805.809302005375,10839.070498412062,10722.921455557072,10805.809302005375,10805.809302005375,5186321
2018-01-10,10923.065309322927,11014.664583762024,10857.107657725042,10923.065309322927,10923.065309322927,9289681
2018-01-11,10821.8264748412,10917.781545636237,10773.348876119768,10821.8264748412,10821.8264748412,6275615
2018-01-12,10721.025543295043,10778.363446534659,10590.785867164906,10721.025543295043,10721.025543295043,8150669
2018-01-13,10772.907217174507,10905.304146424816,10535.011178056735,10772.907217174507,10772.907217174507,7155343
2018-01-14,10360.675406051478,10426.70479305875,10336.785097769942,10360.675406051478,10360.675406051478,2680913
2018-01-15,10003.249130755928,10049.102694694444,9989.65877409743,10003.249130755928,10003.249130755928,5609231
2018-01-16,9890.755085993635,10097.17781698208,9885.561938256744,9890.755085993635,9890.755085993635,9522886
2018-01-17,9690.401794899628,9747.053601964533,9676.362480132204,9690.401794899628,9690.401794899628,1281097
2018-01-18,9751.3054532161,9754.33410463085,9747.108406429756,9751.3054532161,9751.3054532161,6605956
2018-01-19,9574.21705083047,9661.312115647721,9476.287988258291,9574.21705083047,9574.21705083047,7550402
2018-01-20,9303.783007264963,9390.91352822459,9286.064307380497,9303.783007264963,9303.783007264963,3176082
2018-01-21,9576.504569483186,9640.454509222503,9521.527525255817,9576.504569483186,9576.504569483186,7478444
2018-01-22,9533.26161401738,9561.117111225867,9506.461186079323,9533.26161401738,9533.26161401738,4408939
2018-01-23,9546.136894849678,9564.019579390528,9490.83166006742,9546.136894849678,9546.136894849678,5537229
2018-01-24,9274.120070324028,9481.696322354082,9143.16700218268,9274.120070324028,9274.120070324028,5952034
2018-01-25,9173.146655294895,9367.681590415172,9115.526108894854,9173.146655294895,9173.146655294895,3458547
2018-01-26,9193.496838950769,9249.288969893762,9184.401364367613,9193.496838950769,9193.496838950769,9306135
2018-01-27,8981.863722637077,9022.972508073199,8951.472918306989,8981.863722637077,8981.863722637077,9640050
2018-01-28,9049.35309066999,9297.984505071454,8959.531202140764,9049.35309066999,9049.35309066999,4420690
2018-01-29,8940.645258970137,8985.324361271882,8938.819832477699,8940.645258970137,8940.645258970137,2320055
2018-01-30,8888.486652146927,8935.262122630687,8758.210426973068,8888.486652146927,8888.486652146927,1317152
2018-01-31,8781.521428320735,8903.43860781158,8626.171896820088,8781.521428320735,8781.521428320735,5892812
2018-02-01,9106.83783969026,9141.90115173039,9073.438839040624,9106.83783969026,9106.83783969026,8596477
2018-02-02,9104.379498950777,9139.248269560769,9069.430085699407,9104.379498950777,9104.379498950777,1073916
2018-02-03,8911.78346500273,8924.37199545618,8893.756673083404,8911.78346500273,8911.78346500273,9814749
2018-02-04,9058.390307940797,9251.385335451889,9056.769311077865,9058.390307940797,9058.390307940797,7070517
2018-02-05,8837.212742212627,8905.100848247403,8750.92619269714,8837.212742212627,8837.212742212627,5598615
2018-02-06,8874.128182675835,8893.24274467103,8870.112257911345,8874.128182675835,8874.128182675835,1609003
2018-02-07,8526.320905174447,8569.657520453467,8421.182730822988,8526.320905174447,8526.320905174447,3333728
2018-02-08,8299.830095680773,8625.70115446754,8184.381753288772,8299.830095680773,8299.830095680773,9445288
2018-02-09,8332.508391883563,8506.167277463614,8219.522049106654,8332.508391883563,8332.508391883563,5700671
2018-02-10,8455.57397138231,8601.406972384813,8439.01920297049,8455.57397138231,8455.57397138231,1018510
2018-02-11,8484.554314941317,8508.942955851791,8396.122215944246,8484.554314941317,8484.554314941317,4460054
2018-02-12,8464.929832274263,8489.252022419822,8416.644080200836,8464.929832274263,8464.929832274263,7982660
2018-02-13,8413.953399166227,8417.782778276787,8386.066918036384,8413.953399166227,8413.953399166227,1936232
2018-02-14,8165.149096634346,8199.788625778392,8122.799185662652,8165.149096634346,8165.149096634346,5948587
2018-02-15,8047.596390876515,8093.454245043484,7978.934174130044,8047.596390876515,8047.596390876515,2968487
2018-02-16,7973.455692663039,7999.728925697407,7971.109057475542,7973.455692663039,7973.455692663039,6475260
2018-02-17,8142.0340373127565,8265.56283610092,8099.968670672764,8142.0340373127565,8142.0340373127565,2419702
2018-02-18,8197.989073502948,8259.521471644372,8117.540080451796,8197.989073502948,8197.989073502948,8793994
2018-02-19,7908.921394906735,7941.83788323911,7797.815527069178,7908.921394906735,7908.921394906735,1052748
2018-02-20,7960.184487692592,8050.140091919053,7951.650536128702,7960.184487692592,7960.184487692592,5097304
2018-02-21,7898.877967791486,7934.423934283946,7873.6926832662075,7898.877967791486,7898.877967791486,1028669
2018-02-22,7791.939482308885,7889.895788489137,7743.128071735074,7791.939482308885,7791.939482308885,2969387
2018-02-23,7887.262374817112,7929.4856577145365,7880.95978549596,7887.262374817112,7887.262374817112,4949905
2018-02-24,8049.897649661845,8078.75279904923,8033.389294748761,8049.897649661845,8049.897649661845,7986249
2018-02-25,8199.83184250285,8259.76902795374,8066.7172048871,8199.83184250285,8199.83184250285,7317197
2018-02-26,8062.202991108702,8123.308189163511,7909.95337167792,8062.202991108702,8062.202991108702,2201934
2018-02-27,8012.344332279192,8067.269572735485,7999.184698900255,8012.344332279192,8012.344332279192,9392207
2018-02-28,8065.428265821145,8214.5264851863,8009.164889136721,8065.428265821145,8065.428265821145,6008029
2018-03-01,8222.79205067868,8237.228308833048,8154.041971283473,8222.79205067868,8222.79205067868,3600017
2018-03-02,8143.989048401794,8198.44422247289,8118.904755697221,8143.989048401794,8143.989048401794,9306411
2018-03-03,8113.748954948042,8121.705908912526,8008.039401562958,8113.748954948042,8113.748954948042,3362351
2018-03-04,7934.218470164765,8037.035768430993,7898.350420243891,7934.218470164765,7934.218470164765,1645452
2018-03-05,7744.399176346479,7800.068425851761,7716.831122287295,7744.399176346479,7744.399176346479,2655443
2018-03-06,7870.249662540676,7928.8834406633105,7867.952297003192,7870.249662540676,7870.249662540676,6347697
2018-03-07,8083.728615084349,8099.467416123329,8027.306288684865,8083.728615084349,8083.728615084349,6728790
2018-03-08,8072.0864094764565,8077.267734597322,7972.594690523126,8072.0864094764565,8072.0864094764565,2390688
2018-03-09,8234.098494807191,8241.653484748102,8177.736771519722,8234.098494807191,8234.098494807191,8967090
2018-03-10,8293.653427797446,8314.573372081977,8255.724536882943,8293.653427797446,8293.653427797446,9909923
2018-03-11,8186.645434515033,8196.160694167358,8014.871481963038,8186.645434515033,8186.645434515033,2467836
2018-03-12,8245.817788192819,8263.522646044288,8234.43177047895,8245.817788192819,8245.817788192819,4298771
2018-03-13,8499.46517376594,8633.59676846935,8449.221765293445,8499.46517376594,8499.46517376594,2828918
2018-03-14,8493.37513033136,8577.073068851332,8484.28964211385,8493.37513033136,8493.37513033136,8978503
2018-03-15,8759.157240613788,8835.287858034608,8589.032894970189,8759.157240613788,8759.157240613788,8338298
2018-03-16,8300.222054672784,8338.032846879569,8155.1987765273125,8300.222054672784,8300.222054672784,3170972
2018-03-17,8436.661520544905,8511.683759325018,8428.678663278948,8436.661520544905,8436.661520544905,3730502
2018-03-18,8451.349253566528,8532.085040164471,8313.968850019686,8451.349253566528,8451.349253566528,6981441
2018-03-19,8400.808942603117,8474.403959891348,8190.23665395272,8400.808942603117,8400.808942603117,9940372
2018-03-20,8416.226237645109,8540.16953345177,8391.19115828357,8416.226237645109,8416.226237645109,7813573
2018-03-21,8081.669644681273,8130.481363589984,8070.395893635025,8081.669644681273,8081.669644681273,2168931
2018-03-22,8046.163332126747,8064.6331918637425,8023.244886885781,8046.163332126747,8046.163332126747,4215775
2018-03-23,8103.6310536935325,8236.488801408332,8095.025476435883,8103.6310536935325,8103.6310536935325,6246761
2018-03-24,8343.157215194253,8375.901696597122,8084.661222412214,8343.157215194253,8343.157215194253,3637108
2018-03-25,8256.67701697405,8338.960625279004,8235.360329688669,8256.67701697405,8256.67701697405,7523245
2018-03-26,8123.167605986476,8161.061807515365,8081.729349123164,8123.167605986476,8123.167605986476,5942422
2018-03-27,8041.650474736047,8093.155621227403,7989.430825636798,8041.650474736047,8041.650474736047,7945098
2018-03-28,8188.877352223912,8204.47741792625,8164.701118750024,8188.877352223912,8188.877352223912,3023106
2018-03-29,8242.719402552126,8269.430514092677,8223.082469194904,8242.719402552126,8242.719402552126,7613002
2018-03-30,8155.386108346315,8248.98477251803,8121.906741033581,8155.386108346315,8155.386108346315,1366074
2018-03-31,8239.103990223899,8246.124485388735,8089.243048679258,8239.103990223899,8239.103990223899,6221610
2018-04-01,8255.100630707791,8502.021915106945,8157.922827387363,8255.100630707791,8255.100630707791,9655259
2018-04-02,8415.02586815339,8430.753228209307,8403.518602400913,8415.02586815339,8415.02586815339,1177375
2018-04-03,8296.86996923749,8432.148214151744,8105.69250109657,8296.86996923749,8296.86996923749,4248280
2018-04-04,8242.498564754233,8341.902645471619,8212.742384709009,8242.498564754233,8242.498564754233,6902232
2018-04-05,8177.859546965828,8241.434828382693,7956.809749233009,8177.859546965828,8177.859546965828,3227666
2018-04-06,7938.491153151639,7975.537787769343,7920.180097151734,7938.491153151639,7938.491153151639,6268410
2018-04-07,7985.506117146558,8106.966162458551,7897.408610444777,7985.506117146558,7985.506117146558,7400553
2018-04-08,8027.199286604675,8103.370706794799,7911.451696401886,8027.199286604675,8027.199286604675,6985507
2018-04-09,8028.020221314923,8168.2988921833985,8010.441753872623,8028.020221314923,8028.020221314923,4625153
2018-04-10,7990.354816307004,8064.840229859091,7923.090281000313,7990.354816307004,7990.354816307004,2100620
2018-04-11,7764.168527794953,7782.535078956042,7575.086774177156,7764.168527794953,7764.168527794953,2008882
2018-04-12,7698.849304267374,7786.278988067887,7646.17660984133,7698.849304267374,7698.849304267374,9519044
2018-04-13,7646.079155924885,7730.667233580739,7583.782267021346,7646.079155924885,7646.079155924885,5283667
2018-04-14,7523.393645815529,7585.425091852751,7510.141153911136,7523.393645815529,7523.393645815529,2619530
2018-04-15,7499.125327849351,7544.764233927507,7405.399734210592,7499.125327849351,7499.125327849351,4565117
2018-04-16,7559.725888130894,7599.715152869851,7539.674657118927,7559.725888130894,7559.725888130894,8797215
2018-04-17,7844.9068558750705,7927.792818828241,7842.2616274254015,7844.9068558750705,7844.9068558750705,8239967
2018-04-18,7872.297789490434,7968.582530745012,7851.153302947171,7872.297789490434,7872.297789490434,5600505
2018-04-19,7912.848056921818,7933.3308123117395,7824.633871131769,7912.848056921818,7912.848056921818,6343926
2018-04-20,7901.0664725234965,7928.918124392321,7806.49774284495,7901.0664725234965,7901.0664725234965,1397046
2018-04-21,7597.859694170648,7641.194190754545,7552.508465904891,7597.859694170648,7597.859694170648,6374485
2018-04-22,7593.83072005841,7732.084252785861,7466.674343772515,7593.83072005841,7593.83072005841,7010794
2018-04-23,7602.978280428925,7623.510682732126,7594.689253488523,7602.978280428925,7602.978280428925,3249170
2018-04-24,7977.537806042195,8130.088669654231,7974.795502768666,7977.537806042195,7977.537806042195,2683415
2018-04-25,7946.846468663232,7952.3007109308755,7934.084672964175,7946.846468663232,7946.846468663232,4463587
2018-04-26,7994.773477314405,8104.1671651251145,7885.874077178685,7994.773477314405,7994.773477314405,9023647
2018-04-27,7989.223222598603,8147.991138226279,7970.332797224537,7989.223222598603,7989.223222598603,1111597
2018-04-28,7802.486628240785,7873.595582773238,7793.153323044659,7802.486628240785,7802.486628240785,5367226
2018-04-29,7980.823822814824,7989.263846582149,7892.780620907801,7980.823822814824,7980.823822814824,3394019
2018-04-30,8100.844724023383,8203.215639747303,8034.372958876899,8100.844724023383,8100.844724023383,4836827
2018-05-01,8229.005263518135,8298.648649849785,8213.838460934006,8229.005263518135,8229.005263518135,5979021
2018-05-02,8079.338180476469,8123.247717420378,8045.402719936604,8079.338180476469,8079.338180476469,6184837
2018-05-03,8306.011173190493,8322.60745014037,8147.808680338319,8306.011173190493,8306.011173190493,5127741
2018-05-04,8073.1353613764595,8094.450059923742,7956.5260096934335,8073.1353613764595,8073.1353613764595,7098492
2018-05-05,8167.8908964971315,8271.815342203616,8067.615336442206,8167.8908964971315,8167.8908964971315,8719161
2018-05-06,8525.718947801817,8588.169165799665,8475.308246522798,8525.718947801817,8525.718947801817,8818014
2018-05-07,8356.818261488763,8380.946373268964,8326.872061948121,8356.818261488763,8356.818261488763,1194202
2018-05-08,8262.16931732508,8398.898919317404,8163.307675282893,8262.16931732508,8262.16931732508,5516025
2018-05-09,8278.636046346213,8358.114785008831,8154.993807488043,8278.636046346213,8278.636046346213,3538309
2018-05-10,8195.274212373732,8205.33054596498,8021.210883844328,8195.274212373732,8195.274212373732,2615620
2018-05-11,7941.111971799986,7948.5267765920225,7883.856796456484,7941.111971799986,7941.111971799986,6847898
2018-05-12,7952.001297001074,8041.875111845899,7908.648079749365,7952.001297001074,7952.001297001074,7252551
2018-05-13,7783.052486813894,7970.754548286411,7555.221519085889,7783.052486813894,7783.052486813894,7712584
2018-05-14,7856.772381713722,7975.912011044833,7778.648167541064,7856.772381713722,7856.772381713722,1300767
2018-05-15,7712.2982431015935,7758.735403746615,7641.2331920106435,7712.2982431015935,7712.2982431015935,6044039
2018-05-16,7951.369370876383,7957.097287800239,7906.4128874120215,7951.369370876383,7951.369370876383,4978222
2018-05-17,7826.810646109974,7843.419840358198,7807.780957037212,7826.810646109974,7826.810646109974,1517926
2018-05-18,7776.396356035157,7850.421308472751,7739.8314807319,7776.396356035157,7776.396356035157,7807173
2018-05-19,7902.921002529664,7909.04422670056,7854.5288713840055,7902.921002529664,7902.921002529664,8647442
2018-05-20,7708.37253337746,7728.241059385907,7632.939294708754,7708.37253337746,7708.37253337746,6068379
2018-05-21,7743.439451624386,7839.594429920948,7636.456733436501,7743.439451624386,7743.439451624386,7009321
2018-05-22,7945.875067072697,7972.428307690596,7802.991170441562,7945.875067072697,7945.875067072697,9844690
2018-05-23,7690.417847987947,7702.357917589382,7519.415703313656,7690.417847987947,7690.417847987947,7732446
2018-05-24,7718.816078407941,7866.076234930462,7678.82728363545,7718.816078407941,7718.816078407941,8807818
2018-05-25,7758.935828222867,7825.692549084896,7735.582958928692,7758.935828222867,7758.935828222867,4716714
2018-05-26,7880.258098046009,7912.851281587435,7830.499230553704,7880.258098046009,7880.258098046009,9241730
2018-05-27,7685.308280920393,7830.382896767872,7589.748712223724,7685.308280920393,7685.308280920393,1475197
2018-05-28,7482.34595805774,7523.989188275736,7390.460489305398,7482.34595805774,7482.34595805774,2180034
2018-05-29,7560.4529053344595,7661.421360425677,7535.140283143065,7560.4529053344595,7560.4529053344595,7218897
2018-05-30,7605.359678046173,7642.324486022214,7468.925525047514,7605.359678046173,7605.359678046173,7506648
2018-05-31,7643.46144251936,7761.729026312429,7600.145556092385,7643.46144251936,7643.46144251936,5163219
2018-06-01,7696.42271314176,7779.751193326279,7650.257923142043,7696.42271314176,7696.42271314176,4104632
2018-06-02,7591.747558888668,7627.514153142375,7541.85953143132,7591.747558888668,7591.747558888668,7267366
2018-06-03,7627.011787657966,7634.153430810616,7573.796684612928,7627.011787657966,7627.011787657966,6484180
2018-06-04,7671.717131827709,7773.428500370401,7621.585306906251,7671.717131827709,7671.717131827709,9888860
2018-06-05,7562.111091591343,7659.447830578176,7532.880385181922,7562.111091591343,7562.111091591343,7782303
2018-06-06,7844.294974094067,7953.889045671039,7794.441255621376,7844.294974094067,7844.294974094067,7034943
2018-06-07,7918.63267809544,7964.845765060619,7902.136383851585,7918.63267809544,7918.63267809544,4715222
2018-06-08,7729.962782045874,7810.229080766302,7702.106414428292,7729.962782045874,7729.962782045874,8674499
2018-06-09,7831.465481229021,7950.452544670397,7760.148625569816,7831.465481229021,7831.465481229021,3675059
2018-06-10,7678.801764117582,7896.277378147851,7581.199177441067,7678.801764117582,7678.801764117582,6870704
2018-06-11,7799.6790969921285,7834.868040165684,7723.237382497967,7799.6790969921285,7799.6790969921285,1420091
2018-06-12,7980.412571381159,8024.4437635386885,7851.305407816359,7980.412571381159,7980.412571381159,1259201
2018-06-13,7849.424901571474,7943.638546239512,7819.536012818022,7849.424901571474,7849.424901571474,5067520
2018-06-14,8000.663873140872,8037.719856911585,7935.265795834669,8000.663873140872,8000.663873140872,5725326
2018-06-15,8066.714302134121,8099.9029110931315,8040.796637110997,8066.714302134121,8066.714302134121,2786936
2018-06-16,8199.340791130964,8293.953044723954,8002.255811037321,8199.340791130964,8199.340791130964,5333227
2018-06-17,8510.389832631074,8669.512140138417,8391.88640376323,8510.389832631074,8510.389832631074,1203474
2018-06-18,8468.622862081487,8501.525221272572,8411.68886882791,8468.622862081487,8468.622862081487,8081580
2018-06-19,8340.960715812378,8356.843897664548,8215.806556296715,8340.960715812378,8340.960715812378,1126745
2018-06-20,8192.572617539283,8229.37518749214,8071.422727816617,8192.572617539283,8192.572617539283,8529131
2018-06-21,8058.900917504987,8099.985733780048,7924.1346652165485,8058.900917504987,8058.900917504987,9146837
2018-06-22,8046.473816770216,8049.245103759357,7987.140735905127,8046.473816770216,8046.473816770216,2802572
2018-06-23,8101.375225428248,8302.963961165204,8033.794780758747,8101.375225428248,8101.375225428248,8320973
2018-06-24,8146.206745164171,8199.829021729645,7961.609456621648,8146.206745164171,8146.206745164171,7666013
2018-06-25,8280.974860419852,8318.529802896302,8251.927005398156,8280.974860419852,8280.974860419852,4095039
2018-06-26,8283.12822721543,8364.492901641031,8264.265919520063,8283.12822721543,8283.12822721543,9067034
2018-06-27,8523.924410089856,8528.952180552033,8462.936319361814,8523.924410089856,8523.924410089856,1900794
2018-06-28,8478.806113267174,8516.695566183744,8360.180965968866,8478.806113267174,8478.806113267174,2932457
2018-06-29,8940.081852443192,8970.706031384767,8804.166968824999,8940.081852443192,8940.081852443192,2407539
2018-06-30,9051.952198471596,9067.382497537918,9011.131276338661,9051.952198471596,9051.952198471596,7068735
2018-07-01,8896.773213926817,8982.425346916809,8807.20672261334,8896.773213926817,8896.773213926817,6346492
2018-07-02,8706.223460091913,8724.211499796007,8569.435425505102,8706.223460091913,8706.223460091913,7255735
2018-07-03,8790.23371330066,8843.873140763904,8695.166097472646,8790.23371330066,8790.23371330066,5280424
2018-07-04,8750.947911115873,8764.684533164756,8747.662644122487,8750.947911115873,8750.947911115873,6098145
2018-07-05,8875.911533762091,8927.971530366438,8779.003857744934,8875.911533762091,8875.911533762091,1877350
2018-07-06,8959.91983956534,8980.00944965695,8953.62815146231,8959.91983956534,8959.91983956534,9979496
2018-07-07,8946.869015177173,9010.804217115065,8721.20411370079,8946.869015177173,8946.869015177173,6221227
2018-07-08,8795.345965608516,8975.645393151224,8781.979908578942,8795.345965608516,8795.345965608516,9919716
2018-07-09,8528.873857085435,8627.729821995716,8438.455528087274,8528.873857085435,8528.873857085435,1313678
2018-07-10,8452.708463055791,8481.131095809711,8377.162717662477,8452.708463055791,8452.708463055791,2789087
2018-07-11,8597.486249786367,8634.067688290921,8564.131014930561,8597.486249786367,8597.486249786367,9035168
2018-07-12,8634.299610212862,8737.673496674446,8619.091715802306,8634.299610212862,8634.299610212862,3442716
2018-07-13,8419.177973183663,8534.661622964844,8175.062739280373,8419.177973183663,8419.177973183663,2227103
2018-07-14,8448.3387939097,8508.274773337687,8307.137688312945,8448.3387939097,8448.3387939097,7474961
2018-07-15,8513.444629252313,8538.010062704121,8436.706509842721,8513.444629252313,8513.444629252313,8426041
2018-07-16,8362.951202387289,8428.496126905917,8320.656794956407,8362.951202387289,8362.951202387289,1533885
2018-07-17,8388.663113579372,8534.20109816059,8381.390047352254,8388.663113579372,8388.663113579372,8400099
2018-07-18,8398.428980165705,8470.384375987627,8292.808736876334,8398.428980165705,8398.428980165705,2791456
2018-07-19,8206.445882710317,8252.036528522047,8173.123106769825,8206.445882710317,8206.445882710317,6093409
2018-07-20,8265.169134914637,8282.062234069837,8245.752246534463,8265.169134914637,8265.169134914637,5606302
2018-07-21,8357.868714088165,8458.342793224638,8283.18989571484,8357.868714088165,8357.868714088165,7867526
2018-07-22,8538.908716109945,8572.695530894067,8470.78097302808,8538.908716109945,8538.908716109945,9050405
2018-07-23,8718.875106653453,8746.553460023853,8555.53209916519,8718.875106653453,8718.875106653453,9237180
2018-07-24,8478.640563503852,8506.862600769671,8423.877836334554,8478.640563503852,8478.640563503852,3598677
2018-07-25,8319.610935005972,8327.38035833087,8228.174687675004,8319.610935005972,8319.610935005972,8195918
2018-07-26,8405.308795825631,8449.800794432384,8300.050487038501,8405.308795825631,8405.308795825631,6328625
2018-07-27,8491.67938727311,8620.283350344185,8477.982347257057,8491.67938727311,8491.67938727311,1106998
2018-07-28,8579.151783698466,8606.741753425329,8523.891427979726,8579.151783698466,8579.151783698466,7341477
2018-07-29,9240.2151485017,9402.374740034114,9232.639205706591,9240.2151485017,9240.2151485017,8802305
2018-07-30,9345.718171402557,9347.43793595452,9181.945946790469,9345.718171402557,9345.718171402557,5714714
2018-07-31,9557.971700167682,9579.502380744834,9475.703450315266,9557.971700167682,9557.971700167682,6373552
2018-08-01,9740.338137315244,9807.811676017755,9674.845142232642,9740.338137315244,9740.338137315244,9769311
2018-08-02,9867.233558263391,9992.481362983917,9850.789239526062,9867.233558263391,9867.233558263391,9193300
2018-08-03,9805.016852851319,9971.94870200319,9689.220593605625,9805.016852851319,9805.016852851319,7187459
2018-08-04,9953.850972805956,9973.990479676955,9913.709623790002,9953.850972805956,9953.850972805956,5939179
2018-08-05,9799.999232535281,9959.921196122088,9705.262454665517,9799.999232535281,9799.999232535281,5618322
2018-08-06,9753.582789249238,9825.079769340184,9675.938014521133,9753.582789249238,9753.582789249238,7656289
2018-08-07,9658.90211831654,9834.506939866784,9648.961428303175,9658.90211831654,9658.90211831654,9468899
2018-08-08,9674.718404283618,9749.712515526815,9450.841157147071,9674.718404283618,9674.718404283618,5022610
2018-08-09,10122.591800976197,10178.5737913628,9953.196109868024,10122.591800976197,10122.591800976197,2739528
2018-08-10,9744.560534400647,9767.36518902039,9701.514256265596,9744.560534400647,9744.560534400647,5774598
2018-08-11,9878.306613749723,9902.857032666032,9757.096373996446,9878.306613749723,9878.306613749723,1221163
2018-08-12,9559.688576620285,9674.455664434121,9408.58776224914,9559.688576620285,9559.688576620285,7086540
2018-08-13,9469.458143293677,9482.749462418918,9351.60456636782,9469.458143293677,9469.458143293677,2897678
2018-08-14,9675.69358525562,9866.02122238311,9459.780588266258,9675.69358525562,9675.69358525562,4650824
2018-08-15,9688.132660624062,9796.367167100769,9560.164213269638,9688.132660624062,9688.132660624062,9499180
2018-08-16,9479.305972966584,9496.922860454695,9406.1824365467,9479.305972966584,9479.305972966584,7032419
2018-08-17,9343.69431849312,9372.659675870547,9343.590608654435,9343.69431849312,9343.69431849312,7377844
