timestamp,open,high,low,close,volume,returns,log_returns,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,rsi_14,macd,macd_signal,macd_hist,bb_middle,bb_std,bb_upper,bb_lower,bb_width,stoch_k,stoch_d,atr_14,volume_sma_20,volume_ratio,price_range,gap_up,gap_down,volume_ma_20,hour,day_of_week,month,future_return_1h,future_return_4h,future_return_24h,direction_1h,direction_4h,direction_24h
2024-10-30 01:00:00,72289.99,72415.36,72000.01,72415.36,865.90573,0.001734265006814839,0.0017327629057014141,72478.35,72462.53691126221,72589.508,72382.35030833785,72020.06850000001,71979.7122533289,70266.797,71164.67255140904,61.098118728615454,567.5675000247575,637.3324675251637,-69.76496750040621,72020.06850000001,684.9833083274216,73390.03511665485,70650.10188334517,0.038044024261233274,55.23202235500473,57.655920211659236,630.1750000000019,2023.2754035000003,0.4279722515788493,0.0057356616054937215,0.0,0.0,2023.2754035000003,1,2,10,-0.0009993736135537334,0.00028671404600416617,-1.72883526388945e-05,0,1,0
2024-10-30 02:00:00,72415.36,72634.5,72330.0,72342.99,791.25703,-0.0009993736135537334,-0.0009998733203203801,72488.952,72422.68794079982,72549.863,72375.19363156943,72074.79550000001,72014.52145546488,70356.4586,71217.78539466398,65.17726347664524,526.9866466733511,615.263051366615,-88.27640469326388,72074.79550000001,663.476601582289,73401.74870316459,70747.84229683543,0.03682155999081758,52.54280745563214,52.78273234440206,623.4978571428593,1987.699335,0.3980768198023269,0.004209115492738135,0.0,0.0,1987.699335,2,2,10,-0.001506573062573291,-0.0001244607855931945,0.00012971930961346947,0,0,1
2024-10-30 03:00:00,72342.99,72482.12,72171.47,72234.0,904.95499,-0.001506573062573291,-0.0015077090849135294,72403.75200000001,72359.79196048937,72501.113,72349.52130769873,72135.59700000001,72035.53961994412,70446.1008,71263.32459134895,56.17546359061561,480.6323334968911,588.3366618366553,-107.70432833976417,72135.59700000001,615.5165696782695,73366.63013935655,70904.56386064347,0.03413108619192665,39.535431525224226,49.103420445287036,581.6335714285732,1951.547626,0.463711455433371,0.004300606362654625,0.0,0.0,1951.547626,3,2,10,0.0006645070188553426,-1.8609930736684932e-05,7.80538735841348e-05,1,0,1
2024-10-30 04:00:00,72234.0,72350.0,72187.55,72282.0,607.31878,0.0006645070188553426,0.0006642863318262632,72312.86799999999,72333.86130698086,72412.312,72337.24441109017,72192.99650000001,72059.129267339,70535.661,71308.71998982661,55.9846874161602,442.6015851340926,559.189433502533,-116.5878483684404,72192.99650000001,568.9656159834287,73330.92773196686,71055.06526803316,0.031524698714143366,31.94073576758193,41.339658249479434,546.4278571428586,1937.853918,0.313397606681723,0.0022474474973021926,0.0,0.0,1937.853918,4,2,10,0.0029882958412883465,-0.0001384942245984122,4.440097669653846e-06,1,0,1
2024-10-30 05:00:00,72281.99,72513.03,72268.0,72498.0,1032.61237,0.0029882958412883465,0.002983839760455524,72354.47,72388.57420467086,72408.496,72366.47327502868,72252.8255,72101.115260401,70631.0692,71361.43617044445,51.5248561561362,424.73647362513293,532.2986843235572,-107.56221069842422,72252.8255,531.9895065297078,73316.80451305943,71188.84648694059,0.029451554474071582,36.07865699784134,35.8516080968825,508.50285714285775,1941.0735805,0.5319800240308304,0.0033798173742723777,-1.3834702961679686e-07,1.3834702961679686e-07,1941.0735805,5,2,10,-0.002644072939943176,0.00027256354988233755,-0.00011545438520396689,0,1,0
2024-10-30 06:00:00,72498.0,72610.0,72306.31,72306.31,781.27626,-0.002644072939943176,-0.0026475746747224743,72332.66,72361.15280310824,72405.505,72355.53432166827,72309.575,72120.73744066662,70722.3096,71403.10582045848,42.78542326693907,390.8062276884157,504.00006064937736,-113.19383296096169,72309.575,467.13236016210726,73243.8397203242,71375.31027967579,0.025840691784572337,25.159074208047027,31.05948899115677,489.2635714285716,1938.7688069999997,0.4029754642117058,0.004200048377520611,0.0,0.0,1938.7688069999997,6,2,10,-0.0010831696431472526,0.0002515726746952496,-4.5566722850864015e-05,0,1,0
2024-10-30 07:00:00,72306.32,72445.63,72100.0,72227.99,644.66298,-0.0010831696431472526,-0.0010837566953415343,72309.66,72316.76520206605,72399.30600000001,72332.34413958353,72348.374,72130.98970482993,70808.6724,71439.30699098464,41.941772937315314,353.5953471772809,473.9190054083686,-120.32365823108768,72348.374,422.22289768630844,73192.81979537262,71503.92820462737,0.023343877648794798,20.69759095854733,27.311774054811895,481.0642857142863,1888.149957,0.34142573136737353,0.004785263995301608,1.3830051636313934e-07,-1.3830051636313934e-07,1888.149957,7,2,10,0.00018496984340843348,-0.0008386489350727944,0.00011789151209831243,1,0,1
2024-10-30 08:00:00,72227.99,72542.2,72211.59,72241.35,766.37279,0.00018496984340843348,0.00018495273859616532,72311.13,72291.62680137507,72357.441,72315.79957229132,72405.041,72141.53532696087,70894.31640000001,71474.34210762593,32.324704986676934,321.46290942923224,443.42769494731226,-121.96478551808002,72405.041,307.44273215826985,73019.92646431654,71790.15553568346,0.01698460371886371,21.45864070590847,22.438435290834274,462.98785714285833,1869.2687275,0.4099853481339536,0.004576464863959499,0.0,0.0,1869.2687275,8,2,10,0.0046325269392113455,-0.0013079715836166739,2.8976736767586757e-05,1,0,1
2024-10-30 09:00:00,72241.35,72588.0,72224.31,72576.01,669.47116,0.0046325269392113455,0.004621829810060607,72369.932,72386.42120092252,72341.4,72363.11097626228,72443.6415,72183.03891486242,70977.52620000001,71522.25154580903,50.855954738573836,319.03301593926153,418.54869957234354,-99.515683633082,72443.6415,274.73238470008704,72993.10626940017,71894.17673059982,0.015169440906699203,63.84204621943016,35.33275929462865,409.2450000000016,1781.0076075000002,0.37589460998414065,0.005011160023815064,0.0,0.0,1781.0076075000002,9,2,10,-0.002728036440691528,-0.002104891014365784,-0.0001475286827805622,0,0,0
2024-10-30 10:00:00,72576.02,72604.97,72369.0,72378.02,806.77509,-0.002728036440691528,-0.0027317643134945196,72345.93600000002,72383.62080061491,72350.20300000001,72365.82172740468,72469.188,72201.65930098237,71058.5266,71559.30896138157,50.89859234863671,297.85047871591814,394.40900915859856,-96.55853044268042,72469.188,239.8378681221261,72948.86373624425,71989.51226375574,0.013238060187572644,38.61618772282989,41.30562488272284,368.5414285714297,1641.346427,0.4915324862129182,0.0032602439248821833,1.3778657726310976e-07,-1.3778657726310976e-07,1641.346427,10,2,10,-0.005444056082219428,0.00012573132983426105,0.00015894047738081174,0,1,1
2024-10-30 11:00:00,72378.02,72378.02,71926.82,71983.99,1006.6085,-0.005444056082219428,-0.005458928959277304,72281.47200000001,72250.41053373965,72307.066,72296.39736723408,72448.287,72180.87763607313,71126.7264,71577.62409991433,44.27767284423925,246.71319836453767,364.8698017310827,-118.15660336654503,72448.287,263.0878416664917,72974.46268333298,71922.11131666701,0.014525552090223624,5.433997414645175,35.96407711896841,372.8421428571434,1475.110844,0.6823951597226547,0.006268060439550476,0.0,0.0,1475.110844,11,2,10,-0.0016923207507670845,0.00027682497692507746,0.00014872002984802254,0,1,1
2024-10-30 12:00:00,71984.0,72140.34,71750.04,71862.17,1946.32423,-0.0016923207507670845,-0.0016937543431558906,72208.30799999999,72120.99702249074,72258.98400000001,72217.44655559014,72404.4235,72150.45664409043,71191.45240000001,71589.8478483358,33.55294893731035,194.20258310205827,330.73631615774633,-136.53373305568806,72404.4235,284.2693285431289,72972.96215708627,71835.88484291374,0.01570452824850573,10.590991093102447,18.213725410192506,344.51571428571543,1342.0643754999999,1.4502465496670953,0.005431230367799955,1.3891977917258142e-07,-1.3891977917258142e-07,1342.0643754999999,12,2,10,0.0014448492162149051,0.0008717032466397379,0.000154621389552805,1,1,1
2024-10-30 13:00:00,71862.17,72100.0,71436.0,71966.0,2218.00998,0.0014448492162149051,0.0014438064259150916,72153.238,72069.33134832655,72232.18400000001,72171.72881940498,72366.6485,72132.85380528549,71255.6968,71605.94663129377,34.295475485759326,159.0679946741293,296.4026181866299,-137.33462351250063,72366.6485,290.05540467630897,72946.75930935261,71786.53769064738,0.016032545969089967,39.26740360963752,18.430797372461715,371.07214285714355,1319.7195625,1.6806676532083307,0.009226579217964038,0.0,0.0,1319.7195625,13,2,10,0.006194452936108652,-0.0002388414048579146,-0.00037127849141004493,1,0,0
2024-10-30 14:00:00,71966.0,72470.0,71932.0,72411.79,2024.37063,0.006194452936108652,0.006175346175874632,72120.394,72183.48423221862,72245.163,72215.37644787697,72328.7375,72159.46777223189,71325.7724,71640.31246430991,52.483463963265734,165.03135669152834,270.1283452718241,-105.09698858029577,72328.7375,220.8135430124801,72770.36458602497,71887.11041397504,0.012211663062001164,81.41760534000781,43.75866668091592,361.5050000000005,1294.3269475,1.5640334414037222,0.007429729329988943,0.0,0.0,1294.3269475,14,2,10,-0.004839681493856163,-0.0015091657742786202,-0.0009542507443877543,0,0,0
2024-10-30 15:00:00,72411.79,72440.0,71693.94,72061.34,1598.1148,-0.004839681493856163,-0.004851430675864526,72057.05799999999,72142.76948814552,72201.497,72187.36974691882,72304.99650000001,72150.10679917844,71390.5994,71658.20614198298,43.38848840249491,140.05279624871037,244.11321913724203,-104.06042288853166,72304.99650000001,222.8544985147226,72750.70549702946,71859.28750297056,0.012328580834090693,52.17688777638686,57.62063224201072,385.12714285714276,1145.6520255,1.3949390953178218,0.010353124157835502,0.0,0.0,1145.6520255,15,2,10,0.0006871923280915571,-0.000829778678109766,-0.0008303454234708055,1,0,0
2024-10-30 16:00:00,72061.34,72197.5,71800.0,72110.86,1098.11079,0.0006871923280915571,0.0006869563195596419,72082.432,72132.13299209699,72181.952,72173.45885374078,72293.7285,72146.36341127231,71456.0166,71677.38096244795,45.627531126975335,122.81238269232563,219.85303966556958,-97.04065697324396,72293.7285,226.85413118249164,72747.43676236497,71840.02023763502,0.012551801429496799,57.483816013628676,63.69276971000778,391.7699999999999,1074.8046015,1.0216841167850172,0.005512345851928544,0.0,0.0,1074.8046015,16,2,10,-0.0029973293897757047,0.0026015318134090804,-0.0009866688931027684,0,1,0
2024-10-30 17:00:00,72110.86,72126.0,71641.77,71894.72,699.54975,-0.0029973293897757047,-0.0030018303777235044,72088.942,72052.99532806447,72148.625,72122.77897242436,72273.96549999999,72122.364904635,71524.027,71686.55877151272,43.85718424101967,90.76292315730825,194.0350059919222,-103.27208283461394,72273.96549999999,243.78326745143562,72761.53203490286,71786.39896509712,0.013492176097708971,39.073253833049506,49.577985874355015,404.16857142857145,1072.325269,0.6523671223866311,0.006735265120999093,0.0,0.0,1072.325269,17,2,10,0.0011131554584258296,0.0017414131173451308,-0.0006358801977223716,1,1,0
2024-10-30 18:00:00,71894.73,72150.0,71851.57,71974.75,699.002,0.0011131554584258296,0.001112536360280911,72090.692,72026.91355204294,72121.965,72095.86457481448,72239.703,72108.28911284132,71589.3366,71698.69198223241,44.50088236452209,70.96953162801219,169.42190320879396,-98.45237158078177,72239.703,234.65587911053407,72709.01475822106,71770.39124177893,0.012993180722824094,45.89011925042589,47.482396365701355,413.88142857142833,1055.822328,0.6620451012094906,0.0041463152008168564,1.3909227262810552e-07,-1.3909227262810552e-07,1055.822328,18,2,10,-0.002122133109180746,0.0014952427915592426,-0.0007715045704781431,0,1,0
2024-10-30 19:00:00,71974.74,72060.0,71783.19,71822.01,805.15685,-0.002122133109180746,-0.002124388024365535,71972.736,71958.61236802855,72046.565,72046.07277492638,72193.9825,72080.99420707926,71646.0968,71703.86888654283,37.620908521555506,42.5295508728741,144.04342621654754,-101.51387534367345,72193.9825,221.4945208038674,72636.97154160774,71750.99345839226,0.012272187411402041,32.87989778534879,39.28109028960806,416.15142857142826,1047.8748229999999,0.7683712141254491,0.0038541110169431026,-1.3893761346529597e-07,1.3893761346529597e-07,1047.8748229999999,19,2,10,0.014412434294166943,0.001843932521986752,-0.0010025711604097116,1,1,0
2024-10-30 20:00:00,71822.01,72857.15,71644.19,72857.14,3307.50597,0.014412434294166943,0.014309562407803064,72131.896,72258.12157868592,72094.477,72193.5396861204,72222.34,72154.98699469616,71718.9972,71752.14986887427,57.706481318257055,101.95922853652155,135.62658494929852,-33.66735641277697,72222.34,266.222513362669,72754.78502672534,71689.89497327466,0.014744607464264975,99.99929634451009,59.58977112676158,481.09928571428463,1163.668034,2.842310584600969,0.016648471241116406,0.0,0.0,1163.668034,20,2,10,-0.006437804174031503,-0.0023768781816614626,-0.001641931025118823,0,0,0
2024-10-30 21:00:00,72857.14,72961.0,72112.7,72388.1,1305.51987,-0.006437804174031503,-0.006458616205932283,72187.344,72301.44771912397,72134.888,72228.91431670991,72220.97699999998,72177.20837854073,71774.1596,71778.70319635257,52.019280974037294,110.09830937127117,130.52092899355506,-20.42261962228389,72220.97699999998,265.250289708815,72751.47757941761,71690.47642058236,0.014691038572286971,62.43278688524628,65.10399367170172,517.0042857142845,1185.6487410000002,1.1011017216607493,0.011718776981299452,0.0,0.0,1185.6487410000002,21,2,10,0.00012847415528227657,-6.068840984130297e-05,-0.0011263669596256742,1,0,0
2024-10-30 22:00:00,72388.1,72675.53,72252.0,72397.4,706.69763,0.00012847415528227657,0.00012846590318476875,72287.88,72333.43181274932,72188.411,72259.54809719369,72223.6975,72198.19622402004,71829.21639999999,71804.47073139239,51.97009445848586,115.95822729190695,127.60838826981751,-11.65016097791056,72223.6975,266.8418108145129,72757.38112162902,71690.01387837097,0.014778629178574662,63.04262295081929,75.15823539352522,523.6414285714272,1181.420771,0.5981760667724031,0.00585007196391029,0.0,0.0,1181.420771,22,2,10,-0.0007273741874707085,0.0005393956214638784,-0.0011094737381762698,0,1,0
2024-10-30 23:00:00,72397.4,72700.0,72343.98,72344.74,608.77063,-0.0007273741874707085,-0.0007276388524230932,72361.878,72337.20120849955,72226.285,72275.03754229422,72229.23449999999,72212.16313914285,71880.29119999999,71826.9173110853,46.856437594978466,115.04138125567988,125.09498660229788,-10.053605346618,72229.23449999999,268.2122554891153,72765.65901097823,71692.80998902176,0.01485339045032341,59.58950819672165,61.688306010929075,523.0935714285703,1166.611553,0.5218280484489596,0.004921159437438078,0.0,0.0,1166.611553,23,2,10,-0.0024708085204259156,3.4603286512224773e-05,-0.0011903032094607163,0,1,0
2024-10-31 00:00:00,72344.75,72413.99,72052.98,72165.99,1010.24554,-0.0024708085204259156,-0.0024738660051427607,72430.674,72280.13080566637,72201.705,72255.21070780684,72223.434,72207.76274273699,71924.378,71840.972005643,47.10280578154421,98.8002191636042,119.83603267149313,-21.035813507888932,72223.434,268.26550268458016,72759.96500536916,71686.90299463083,0.01485753240061016,47.86819672131182,56.83344262295092,532.0249999999994,1186.757891,0.851265070711883,0.005002494942562408,1.3822705002134653e-07,-1.3822705002134653e-07,1186.757891,0,3,10,0.0028269549132491356,0.0003767495158456535,-0.0011574651379490652,1,1,0
2024-10-31 01:00:00,72165.99,72455.49,72030.08,72370.0,634.00593,0.0028269549132491356,0.002822966590978445,72333.246,72310.08720377758,72232.57100000001,72276.08149562597,72217.034,72223.22330222042,71972.5338,71862.85152713032,55.56337033503301,101.17314996798814,116.10345587921694,-14.9303059112288,72217.034,262.84247060104735,72742.7189412021,71691.3490587979,0.014558474977028177,61.24590163934426,56.234535519125906,530.182857142857,1166.8275689999998,0.543358716269756,0.005878264474229702,0.0,0.0,1166.8275689999998,1,3,10,0.002528810280503002,-0.0003022821493862682,-0.0017334748325102862,1,0,0
2024-10-31 02:00:00,72370.01,72588.0,72189.0,72553.01,728.10372,0.002528810280503002,0.002525618220063264,72366.228,72391.06146918506,72276.78600000001,72326.43214743165,72229.369,72254.64883166646,72024.3764,71891.33405983786,59.78416043507823,116.43555733707035,116.169876174369,0.26568116270135533,72229.369,272.8508120009144,72775.07062400183,71683.66737599818,0.015110242040237882,73.24655737704884,60.78688524590164,530.8042857142854,1164.168942,0.6254278857062998,0.005499427246367863,1.3817880329917522e-07,-1.3817880329917522e-07,1164.168942,2,3,10,-0.002746543527277323,-0.0011761769803791955,-0.0017320486708710021,0,0,0
