timestamp,open,high,low,close,volume
2025-10-26 10:00:00,112528.82,112571.26,112189.33,112477.1,337.77399
2025-10-26 11:00:00,112477.11,113466.23,112430.56,113286.09,1079.09408
2025-10-26 12:00:00,113286.09,113827.02,113279.85,113575.05,1229.55057
2025-10-26 13:00:00,113575.06,114000.0,113283.8,113711.53,1099.62143
2025-10-26 14:00:00,113711.53,113885.27,113544.02,113575.36,739.58798
2025-10-26 15:00:00,113575.35,113725.48,113425.87,113694.97,437.55153
2025-10-26 16:00:00,113694.97,113761.98,113290.62,113517.53,556.71599
2025-10-26 17:00:00,113517.54,113747.85,113442.12,113442.13,319.42533
2025-10-26 18:00:00,113442.14,113793.93,113442.13,113575.15,279.3019
2025-10-26 19:00:00,113575.15,113720.63,113503.82,113585.99,204.67267
2025-10-26 20:00:00,113585.98,113585.98,113283.11,113320.8,248.1548
2025-10-26 21:00:00,113320.8,113590.48,112901.0,113497.06,464.11186
2025-10-26 22:00:00,113497.06,115466.8,113497.06,114681.33,2524.96249
2025-10-26 23:00:00,114681.34,114966.15,114385.13,114559.4,670.95687
2025-10-27 00:00:00,114559.41,115176.47,114362.26,114767.29,1142.27258
2025-10-27 01:00:00,114767.28,115388.96,114710.92,115284.01,725.93495
2025-10-27 02:00:00,115284.01,115445.39,114815.6,114883.39,826.25748
2025-10-27 03:00:00,114883.4,115242.65,114829.48,114958.51,587.18766
2025-10-27 04:00:00,114958.52,115283.27,114938.01,115256.44,400.40691
2025-10-27 05:00:00,115256.43,115652.89,115256.43,115556.57,828.01463
2025-10-27 06:00:00,115556.56,116129.5,115361.65,116053.49,1794.85942
2025-10-27 07:00:00,116053.5,116400.0,115489.53,115554.6,2455.66454
2025-10-27 08:00:00,115554.59,115607.48,114900.0,115014.88,1249.66033
2025-10-27 09:00:00,115014.88,115289.1,114814.69,115138.96,654.5729
