timestamp,open,high,low,close,volume,returns,log_returns,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,rsi_14,macd,macd_signal,macd_hist,bb_middle,bb_std,bb_upper,bb_lower,bb_width,stoch_k,stoch_d,atr_14,volume_sma_20,volume_ratio,price_range,gap_up,gap_down,volume_ma_20,hour,day_of_week,month,future_return_1h,future_return_4h,future_return_24h,direction_1h,direction_4h,direction_24h
2025-09-17 18:00:00,115504.49,116333.33,114720.81,115226.93,3427.38872,-0.0024029370981973885,-0.002405828784835865,115570.822,115582.12325716617,115933.352,115865.15359463067,116354.0875,116091.09443797707,115955.005,116105.73637103502,34.323366632617066,-182.67396237210778,-8.679942171905656,-173.99402020020213,116354.0875,567.1633000697623,117488.41410013952,115219.76089986047,0.0194978384431836,19.72469913325418,13.113987259053866,539.4614285714249,684.6484244999999,5.006056535517523,0.013994298034322394,8.657672853306838e-08,-8.657672853306838e-08,684.6484244999999,18,2,9,0.0036891549570921,0.0028808459728119906,0.0009308132937227617,1,1,1
2025-09-17 19:00:00,115226.93,115989.2,115068.33,115652.02,955.04331,0.0036891549570921,0.0036823667150719746,115579.90400000001,115605.42217146848,115843.553,115826.40063994932,116297.2405,116049.02241180882,115965.64479999998,116085.28503466058,26.47989870212122,-191.42920205353585,-45.23021147853198,-146.19899057500388,116297.2405,578.153277122148,117453.54705424429,115140.9339457557,0.01988536528077453,36.29146660846819,20.746399812587647,540.9157142857106,719.2508539999999,1.327830623611606,0.007962420371040604,0.0,0.0,719.2508539999999,19,2,9,-0.0002641544868823287,0.0017181224828974606,0.0006452764434539451,0,1,1
2025-09-17 20:00:00,115652.02,116140.2,115496.68,115621.47,455.26463,-0.0002641544868823287,-0.0002641893818240376,115529.134,115610.77144764939,115769.78600000001,115789.1394285099,116250.3135,116008.07824146212,115971.9184,116064.50028705124,23.123583522197336,-198.49503905218444,-75.88345699181565,-122.61158206036879,116250.3135,593.585807970444,117437.48511594089,115063.14188405912,0.020424402828657876,35.262059596193026,30.42607511263847,564.28714285714,728.5279055,0.6249103521814238,0.005565748299169731,0.0,0.0,728.5279055,20,2,9,0.0036059046818899265,0.0015760417266214577,0.0006814460254257285,1,1,1
2025-09-17 21:00:00,115621.47,116120.0,115307.33,116038.39,336.05085,0.0036059046818899265,0.003599418994107744,115608.65800000001,115753.31096516583,115747.812,115834.45880397965,116219.12049999999,116010.97949356464,115986.5306,116063.33673006833,33.20012075814613,-169.0257668485865,-94.51205509180294,-74.51371175678356,116219.12049999999,587.1563022378376,117393.43310447567,115044.80789552431,0.020208595615308914,53.363844393592686,41.6391235327513,611.6764285714255,731.9431885,0.4591214936895338,0.007003458079692404,0.0,0.0,731.9431885,21,2,9,0.0044924787391482646,0.001285198156826317,0.0004525155719533325,1,1,1
2025-09-17 22:00:00,116038.39,116823.72,116038.39,116559.69,741.17447,0.0044924787391482646,0.004482417678018954,115819.7,116022.10397686048,115783.28700000001,115966.32161569397,116212.78349999999,116063.47366508652,116010.12460000001,116085.33814975432,45.78731044931061,-103.0317011274019,-96.21599426016228,-6.815706867239626,116212.78349999999,582.5128959970543,117377.8092919941,115047.75770800588,0.020049873291161757,85.96110695587168,58.19567031521913,631.6378571428546,731.879227,1.0127005148624064,0.006737577973997715,0.0,0.0,731.879227,22,2,9,-0.00096173900256602,0.000838613030666846,0.00018071983442453457,0,1,1
2025-09-17 23:00:00,116559.68,116990.68,116340.07,116447.59,836.73837,-0.00096173900256602,-0.0009622017702521621,116063.83200000001,116163.93265126961,115817.327,116053.8263668441,116216.56100000002,116100.20560071692,116028.51640000001,116101.31373013818,48.47881751157006,-58.98283991064818,-88.7693285636543,29.786488653006117,116216.56100000002,583.843448536444,117384.2478970729,115048.87410292713,0.020095017216571788,76.07396018274186,71.79963717740208,655.8864285714257,754.8246204999999,1.108520240696097,0.00558714869066836,-8.579295302958704e-08,8.579295302958704e-08,754.8246204999999,23,2,9,-0.0008324775119863403,0.002428315552528093,0.0002252450987603738,0,1,1
2025-09-18 00:00:00,116447.6,116470.52,116092.76,116350.65,442.99009,-0.0008324775119863403,-0.0008328242138179949,116203.558,116226.17176752165,115891.731,116107.7950109194,116218.419,116124.14556220251,116049.7692,116112.2561933924,49.870283847665185,-31.441192195619806,-77.30365839188232,45.86246619626252,116218.419,584.2271485601442,117386.87329712028,115049.9647028797,0.02010790212384992,71.8032310220409,77.94609938688482,658.8107142857126,763.866267,0.5799314737902937,0.0032467373409603584,8.587554288854949e-08,-8.587554288854949e-08,763.866267,0,3,9,0.002442530402709364,0.0026864002057215286,0.00038473570585072686,1,1,1
2025-09-18 01:00:00,116350.65,116869.46,116340.0,116634.84,440.77649,0.002442530402709364,0.00243955227378645,116406.232,116362.39451169361,115967.68299999999,116203.62240516457,116194.746,116172.945636152,116075.47180000001,116135.08387771048,55.45054417181978,12.900724130711751,-59.26272788805581,72.16345201876756,116194.746,555.1394276111198,117305.02485522223,115084.46714477777,0.0191106550587448,84.32333129210055,77.40017416562777,687.3007142857138,741.160592,0.5947111796791269,0.004539466938009315,0.0,0.0,741.160592,1,3,9,0.00270613823451038,0.0013704414101731455,0.00021807067906684519,1,1,1
2025-09-18 02:00:00,116634.84,116959.96,116429.55,116950.47,318.2136,0.00270613823451038,0.0027024832349094815,116588.648,116558.41967447441,116098.653,116339.41407414243,116180.55600000001,116247.21935745969,116112.70800000001,116170.54346702194,60.02555034089518,72.39782647088578,-32.930553963237614,105.32838043412339,116180.55600000001,530.2381487436929,117241.0322974874,115120.07970251262,0.018255658846862262,98.22853291157679,84.78503174190608,695.1500000000004,718.5707064999999,0.4428424330709897,0.00453533876349538,0.0,0.0,718.5707064999999,2,3,9,0.005397071084878968,0.0003295231586079306,5.963989618939144e-05,1,1,1
2025-09-18 03:00:00,116950.46,117896.0,116896.93,117581.66,1879.7006,0.005397071084878968,0.005382559088166667,116793.04199999999,116899.49978299685,116306.371,116565.27859900263,116201.51499999998,116374.6563342347,116163.8564,116231.64916860248,67.34021860057041,168.0316682774428,7.261967478473319,160.7697007989695,116201.51499999998,577.290835974365,117356.09667194872,115046.93332805125,0.019872058844477784,90.10011999281944,90.88399473216559,736.164285714287,784.6570009999999,2.395569780941775,0.008496818296322803,-8.550628308514973e-08,8.550628308514973e-08,784.6570009999999,3,3,9,0.00019986110078740182,-0.001054799393285455,-0.00021334695443283222,1,0,0
